idx,A,S,E,O,R,T
4808,adult,M,uni,emp,big,train
4809,young,M,high,emp,big,other
4810,adult,M,uni,emp,big,car
4811,adult,M,high,emp,small,other
4812,adult,F,high,emp,big,train
4813,young,F,uni,emp,big,car
4814,young,F,high,emp,big,train
4815,young,M,uni,emp,big,other
4816,young,M,high,emp,big,train
4817,adult,F,high,emp,big,car
4818,adult,F,high,emp,small,other
4819,old,M,uni,emp,small,train
4820,adult,M,uni,emp,small,car
4821,adult,F,high,emp,big,car
4822,young,M,high,emp,big,car
4823,adult,M,high,emp,big,car
4824,adult,F,high,emp,big,other
4825,adult,F,high,emp,big,train
4826,adult,M,uni,emp,big,other
4827,young,F,uni,emp,big,other
4828,old,M,high,emp,big,train
4829,adult,M,high,emp,big,train
4830,adult,F,high,emp,big,car
4831,adult,F,uni,emp,small,car
4832,adult,M,high,emp,big,car
4833,adult,M,uni,emp,small,train
4834,adult,F,high,emp,big,car
4835,adult,F,high,emp,big,car
4836,adult,F,uni,emp,small,car
4837,adult,M,uni,self,big,train
4838,young,F,high,emp,big,train
4839,adult,F,high,emp,big,other
4840,adult,M,uni,emp,big,car
4841,young,M,high,emp,big,other
4842,adult,M,high,emp,big,train
4843,young,M,high,emp,big,car
4844,old,M,uni,emp,big,train
4845,old,F,high,emp,big,car
4846,adult,M,high,emp,big,car
4847,young,F,uni,emp,big,train
4848,young,M,high,emp,big,car
4849,old,M,high,emp,big,car
4850,old,F,uni,emp,big,train
4851,young,M,high,emp,big,car
4852,young,M,high,emp,big,car
4853,adult,M,high,emp,big,train
4854,adult,M,high,emp,big,car
4855,adult,F,high,emp,small,train
4856,adult,M,uni,emp,small,car
4857,old,F,high,self,small,other
4858,adult,M,high,emp,big,train
4859,young,F,uni,emp,big,train
4860,adult,M,high,emp,small,train
4861,adult,F,high,emp,big,train
4862,old,F,high,emp,small,car
4863,adult,M,high,emp,small,car
4864,adult,M,uni,emp,big,car
4865,old,M,uni,emp,big,car
4866,adult,M,high,emp,big,train
4867,old,M,high,emp,big,car
4868,adult,M,uni,emp,big,other
4869,young,F,high,emp,small,car
4870,adult,F,uni,emp,big,car
4871,adult,F,high,emp,small,train
4872,old,M,uni,emp,big,car
4873,adult,M,high,emp,big,other
4874,young,M,high,emp,big,car
4875,young,M,high,emp,big,car
4876,adult,F,uni,emp,big,car
4877,adult,M,high,emp,small,train
4878,old,F,high,emp,big,car
4879,adult,M,uni,emp,big,car
4880,adult,F,high,emp,small,train
4881,old,M,high,emp,small,other
4882,adult,F,uni,emp,big,car
4883,adult,M,high,self,big,car
4884,adult,M,uni,emp,big,other
4885,old,M,high,emp,big,car
4886,adult,F,uni,emp,small,car
4887,young,M,uni,emp,big,other
4888,adult,F,high,emp,small,car
4889,adult,F,uni,emp,small,train
4890,old,M,high,emp,big,car
4891,adult,M,high,emp,big,car
4892,young,M,high,emp,big,other
4893,adult,M,high,emp,big,other
4894,adult,F,high,emp,small,train
4895,old,M,high,emp,big,other
4896,young,F,high,emp,big,train
4897,young,F,high,self,big,car
4898,adult,F,high,emp,big,car
4899,adult,M,high,emp,big,car
4900,adult,M,high,emp,small,train
4901,adult,F,high,emp,small,train
4902,young,M,uni,emp,big,car
4903,adult,M,high,emp,small,car
4904,old,M,high,emp,small,train
4905,young,M,uni,emp,big,car
4906,adult,M,uni,emp,big,car
4907,adult,M,high,emp,small,car
4908,young,M,high,emp,big,car
4909,young,M,uni,emp,big,train
4910,old,M,uni,emp,small,train
4911,adult,F,uni,emp,big,train
4912,adult,M,high,emp,big,train
4913,adult,F,uni,self,big,car
4914,adult,F,uni,emp,big,car
4915,adult,F,high,emp,big,car
4916,young,F,uni,emp,big,car
4917,adult,M,high,emp,small,other
4918,old,M,high,emp,small,train
4919,young,F,high,emp,big,train
4920,old,M,high,emp,big,train
4921,adult,F,uni,emp,big,car
4922,old,F,high,emp,big,train
4923,adult,F,high,emp,big,car
4924,old,M,high,emp,big,train
4925,adult,M,high,emp,small,car
4926,young,M,high,emp,big,car
4927,young,M,high,emp,big,car
4928,young,M,high,emp,small,car
4929,adult,M,uni,emp,big,car
4930,adult,M,high,emp,big,car
4931,adult,M,high,emp,big,car
4932,young,M,high,emp,big,train
4933,young,F,high,emp,small,train
4934,old,M,high,emp,small,car
4935,adult,F,high,emp,big,car
4936,adult,M,high,emp,big,train
4937,adult,M,high,emp,big,train
4938,adult,M,high,emp,big,other
4939,adult,F,high,emp,big,car
4940,young,F,high,emp,big,train
4941,adult,F,high,emp,small,train
4942,adult,F,high,emp,big,other
4943,adult,M,high,emp,big,car
4944,adult,F,high,emp,big,other
4945,adult,F,high,emp,small,train
4946,young,M,high,emp,big,train
4947,adult,M,uni,emp,small,car
4948,adult,M,uni,emp,big,train
4949,young,M,uni,emp,small,train
4950,young,M,high,emp,big,train
4951,young,M,high,emp,big,train
4952,adult,M,high,emp,big,car
4953,young,M,high,emp,big,car
4954,old,F,high,emp,big,car
4955,young,M,high,emp,big,car
4956,old,M,high,emp,big,car
4957,young,M,high,emp,big,car
4958,adult,F,high,emp,small,car
4959,young,F,high,emp,big,train
4960,young,M,high,emp,small,train
4961,adult,F,high,emp,big,car
4962,old,F,high,emp,big,car
4963,adult,M,high,emp,big,train
4964,adult,M,uni,emp,small,train
4965,adult,F,high,self,big,car
4966,young,F,high,emp,big,other
4967,old,M,high,emp,big,car
4968,adult,M,high,emp,big,car
4969,young,M,high,self,big,car
4970,old,M,high,emp,big,other
4971,young,M,high,emp,big,car
4972,old,F,uni,self,big,car
4973,adult,F,high,emp,small,train
4974,young,M,high,emp,big,train
4975,old,M,high,emp,big,train
4976,adult,M,uni,emp,small,train
4977,adult,F,high,emp,big,train
4978,young,F,uni,emp,big,other
4979,adult,M,high,emp,small,car
4980,old,M,high,emp,big,car
4981,young,F,high,emp,big,car
4982,old,F,high,emp,big,other
4983,young,F,uni,self,big,other
4984,adult,M,high,emp,small,train
4985,adult,M,high,emp,big,car
4986,young,M,high,emp,big,car
4987,adult,F,high,emp,small,train
4988,young,M,high,emp,big,car
4989,old,M,high,emp,big,car
4990,young,M,high,emp,big,car
4991,old,F,high,emp,big,car
4992,young,F,high,emp,big,other
4993,young,M,high,emp,big,other
4994,old,M,high,emp,small,other
4995,adult,F,high,emp,big,car
4996,young,F,high,emp,big,car
4997,young,M,high,emp,big,train
4998,adult,F,high,emp,big,train
4999,young,M,high,emp,big,car
5000,adult,M,high,emp,big,train
5001,young,M,high,emp,big,car
5002,old,F,high,emp,big,car
5003,adult,M,high,emp,small,car
5004,adult,F,uni,emp,small,train
5005,old,M,high,emp,big,other
5006,adult,M,high,emp,big,train
5007,adult,M,high,emp,big,train
5008,old,M,high,emp,small,car
5009,adult,M,high,emp,big,other
5010,adult,F,high,emp,big,car
5011,adult,M,uni,self,big,car
5012,old,M,high,emp,big,car
5013,adult,F,high,emp,big,car
5014,adult,F,high,emp,big,other
5015,adult,M,high,emp,big,car
5016,adult,F,high,emp,big,train
5017,adult,M,high,emp,big,other
5018,adult,M,high,emp,small,other
5019,adult,F,high,emp,big,car
5020,old,F,high,emp,big,car
5021,adult,M,uni,emp,small,other
5022,adult,M,high,emp,big,other
5023,adult,F,uni,emp,big,train
5024,old,F,high,emp,big,other
5025,young,M,high,emp,big,car
5026,adult,M,uni,emp,big,car
5027,young,F,uni,emp,big,car
5028,adult,M,high,emp,big,car
5029,adult,F,high,emp,big,other
5030,old,M,high,emp,small,car
5031,adult,M,uni,emp,big,car
5032,old,F,high,emp,big,car
5033,old,M,high,self,big,car
5034,young,M,high,emp,small,train
5035,adult,F,uni,emp,big,car
5036,adult,F,high,emp,small,train
5037,young,M,high,emp,small,car
5038,young,F,high,emp,big,car
5039,adult,F,uni,emp,small,train
5040,young,F,high,emp,big,other
5041,adult,M,high,emp,big,car
5042,young,F,high,emp,big,train
5043,young,M,high,emp,big,other
5044,old,M,uni,emp,big,car
5045,young,M,high,emp,big,car
5046,adult,F,high,emp,small,car
5047,adult,M,uni,emp,big,car
5048,adult,M,high,emp,big,train
5049,young,F,uni,emp,small,train
5050,adult,M,high,emp,small,train
5051,adult,M,uni,emp,big,car
5052,young,M,high,emp,big,car
5053,young,F,high,emp,small,car
5054,young,F,high,emp,big,other
5055,adult,F,high,self,small,train
5056,young,M,high,emp,big,car
5057,young,M,uni,emp,big,car
5058,adult,M,high,emp,big,train
5059,young,F,high,emp,big,train
5060,adult,M,high,emp,big,train
5061,adult,M,high,emp,big,car
5062,old,M,high,emp,big,car
5063,old,M,high,emp,small,car
5064,young,M,uni,emp,big,train
5065,adult,M,high,emp,big,train
5066,old,M,high,emp,big,car
5067,old,M,high,emp,small,train
5068,adult,F,high,emp,big,car
5069,adult,F,high,emp,small,other
5070,adult,M,high,emp,big,car
5071,young,M,uni,emp,big,car
5072,young,M,high,emp,big,train
5073,young,M,high,emp,big,car
5074,adult,F,uni,emp,small,car
5075,young,M,high,emp,big,car
5076,old,M,uni,emp,big,car
5077,adult,M,uni,emp,big,car
5078,young,M,uni,emp,big,car
5079,adult,M,high,emp,big,train
5080,adult,M,high,emp,big,train
5081,old,M,uni,emp,big,car
5082,adult,F,high,emp,big,train
5083,old,M,high,emp,big,car
5084,young,M,high,emp,big,car
5085,adult,M,high,emp,small,car
5086,adult,M,uni,emp,big,train
5087,adult,F,high,emp,big,train
5088,young,F,high,emp,big,car
5089,adult,M,high,emp,small,other
5090,young,F,uni,emp,big,train
5091,adult,M,high,emp,big,car
5092,young,F,uni,emp,big,car
5093,adult,M,high,emp,big,other
5094,adult,M,high,emp,big,car
5095,young,F,high,emp,big,car
5096,old,M,uni,emp,big,train
5097,adult,F,high,emp,big,car
5098,adult,M,high,emp,big,car
5099,adult,M,high,emp,big,car
5100,adult,M,high,emp,small,train
5101,old,M,high,emp,big,other
5102,young,M,high,emp,big,car
5103,adult,F,high,emp,big,car
5104,adult,M,uni,emp,big,other
5105,adult,M,high,emp,small,train
5106,young,M,high,emp,big,train
5107,old,F,high,emp,big,train
5108,young,M,uni,emp,big,car
5109,adult,M,uni,emp,big,car
5110,adult,F,uni,emp,big,car
5111,young,M,high,emp,big,car
5112,adult,M,high,emp,small,car
5113,old,F,high,emp,big,other
5114,adult,F,uni,emp,big,car
5115,young,M,high,emp,big,car
5116,old,F,high,emp,big,other
5117,adult,M,high,emp,big,car
5118,old,M,high,emp,big,car
5119,old,F,high,emp,small,train
5120,young,F,uni,emp,big,car
5121,old,F,high,emp,big,train
5122,young,M,high,emp,big,other
5123,adult,F,high,emp,big,car
5124,young,F,uni,emp,small,train
5125,adult,M,uni,emp,small,train
5126,old,M,high,emp,small,train
5127,young,F,uni,emp,big,other
5128,adult,M,high,self,big,car
5129,old,F,high,emp,big,car
5130,old,F,high,emp,big,car
5131,adult,F,high,emp,small,car
5132,old,M,high,emp,small,car
5133,old,F,high,emp,big,car
5134,young,M,high,emp,small,other
5135,old,M,high,emp,small,train
5136,adult,M,high,emp,big,train
5137,young,F,uni,emp,big,car
5138,adult,M,high,emp,big,other
5139,adult,M,high,emp,big,car
5140,adult,F,high,emp,big,train
5141,old,M,high,emp,big,car
5142,young,M,uni,emp,small,train
5143,adult,M,high,emp,small,car
5144,young,F,high,emp,big,train
5145,adult,F,high,emp,big,car
5146,adult,F,high,emp,big,car
5147,young,F,uni,emp,small,car
5148,old,M,high,emp,small,train
5149,adult,F,high,emp,big,car
5150,adult,M,uni,emp,big,car
5151,adult,F,high,emp,small,other
5152,young,F,uni,emp,big,car
5153,adult,F,high,emp,big,train
5154,old,M,high,emp,big,car
5155,young,F,high,emp,big,other
5156,adult,M,uni,emp,big,car
5157,adult,M,high,emp,big,car
5158,old,F,high,emp,big,car
5159,old,F,high,emp,big,car
5160,young,F,high,emp,big,other
5161,young,M,uni,emp,big,train
5162,adult,F,uni,emp,big,other
5163,young,M,high,emp,big,car
5164,young,F,high,emp,small,car
5165,old,M,high,emp,big,train
5166,old,F,high,emp,big,train
5167,young,M,high,emp,big,car
5168,adult,F,high,emp,big,train
5169,adult,F,uni,emp,big,car
5170,adult,M,uni,emp,big,car
5171,adult,M,high,self,big,car
5172,adult,F,high,emp,big,car
5173,young,M,high,emp,big,car
5174,old,F,high,emp,big,car
5175,adult,M,uni,emp,big,car
5176,old,F,uni,emp,big,other
5177,old,M,high,emp,big,car
5178,old,M,high,emp,big,train
5179,adult,F,uni,emp,big,car
5180,adult,F,high,emp,big,train
5181,adult,M,uni,emp,big,car
5182,adult,F,uni,emp,big,car
5183,young,F,uni,emp,big,car
5184,adult,M,high,emp,big,car
5185,old,M,high,emp,big,car
5186,old,M,high,emp,big,other
5187,adult,F,uni,emp,big,other
5188,adult,F,high,emp,big,car
5189,young,M,high,emp,big,car
5190,old,M,high,emp,big,other
5191,adult,F,high,emp,big,car
5192,old,M,high,emp,small,car
5193,adult,M,high,emp,big,train
5194,adult,F,high,emp,small,car
5195,young,F,uni,emp,big,train
5196,adult,M,high,emp,big,train
5197,adult,M,uni,emp,small,other
5198,adult,M,uni,emp,big,car
5199,young,F,high,emp,big,car
5200,adult,M,high,emp,small,car
5201,adult,F,high,emp,big,car
5202,adult,F,high,emp,big,car
5203,young,M,high,emp,big,other
5204,old,F,high,self,big,car
5205,young,F,high,emp,small,other
5206,adult,M,uni,emp,small,car
5207,young,M,uni,emp,big,other
5208,old,M,high,emp,small,train
5209,young,M,uni,emp,big,other
5210,old,F,high,emp,big,car
5211,adult,F,high,emp,small,other
5212,old,M,high,emp,small,train
5213,adult,M,high,emp,big,car
5214,young,M,high,emp,small,car
5215,young,M,high,emp,big,train
5216,old,M,high,emp,big,car
5217,adult,F,uni,emp,small,train
5218,young,M,high,emp,small,train
5219,old,F,uni,emp,big,car
5220,adult,F,uni,emp,big,train
5221,old,M,high,emp,big,car
5222,young,M,high,emp,big,other
5223,old,F,high,emp,big,car
5224,old,F,high,emp,big,car
5225,adult,F,high,emp,small,car
5226,adult,F,high,emp,big,train
5227,old,M,high,emp,big,car
5228,old,F,high,emp,big,car
5229,young,M,high,emp,big,train
5230,adult,M,high,emp,big,other
5231,adult,F,high,emp,big,car
5232,old,M,high,emp,big,other
5233,young,M,high,emp,small,car
5234,adult,F,uni,emp,big,car
5235,young,M,high,emp,big,train
5236,adult,M,high,emp,small,car
5237,adult,F,high,emp,big,train
5238,young,M,high,emp,big,car
5239,old,F,high,emp,big,train
5240,old,M,high,emp,big,other
5241,old,F,high,emp,big,car
5242,young,F,uni,emp,big,car
5243,adult,F,high,emp,big,car
5244,adult,M,high,emp,small,train
5245,adult,M,uni,emp,big,car
5246,old,M,high,emp,big,car
5247,young,F,high,emp,big,car
5248,adult,F,high,emp,big,car
5249,young,M,high,emp,big,car
5250,adult,M,high,emp,big,car
5251,adult,M,high,emp,big,other
5252,adult,M,uni,emp,big,car
5253,adult,F,uni,emp,small,car
5254,young,F,uni,emp,big,car
5255,young,F,high,emp,small,car
5256,adult,F,high,emp,big,car
5257,old,F,high,emp,big,car
5258,adult,F,high,emp,big,car
5259,young,F,uni,emp,big,car
5260,adult,F,uni,emp,big,car
5261,old,M,high,emp,small,car
5262,old,M,uni,emp,big,car
5263,old,F,high,emp,small,train
5264,old,M,high,emp,big,car
5265,young,F,high,emp,big,train
5266,young,M,high,emp,big,car
5267,young,M,high,emp,small,train
5268,old,M,high,emp,big,train
5269,adult,M,high,emp,big,other
5270,old,M,high,emp,big,other
5271,old,M,high,emp,big,car
5272,old,M,high,emp,big,other
5273,adult,F,uni,emp,big,train
5274,old,M,high,emp,small,train
5275,young,M,uni,emp,big,train
5276,young,M,uni,emp,big,car
5277,adult,M,high,emp,big,train
5278,adult,F,high,emp,big,car
5279,young,F,high,emp,big,other
5280,old,F,high,emp,big,train
5281,old,M,high,self,small,car
5282,adult,M,high,emp,small,car
5283,adult,F,uni,emp,big,car
5284,adult,F,high,emp,small,train
5285,old,F,high,emp,big,car
5286,adult,M,high,emp,big,car
5287,adult,M,high,emp,big,car
5288,adult,M,high,emp,big,car
5289,adult,F,uni,emp,big,car
5290,old,F,high,emp,big,car
5291,young,M,high,emp,big,car
5292,young,M,high,emp,big,car
5293,adult,M,high,emp,big,car
5294,young,M,high,emp,small,other
5295,adult,F,high,emp,big,car
5296,young,F,high,emp,big,other
5297,adult,M,high,emp,small,other
5298,adult,M,high,emp,small,train
5299,young,F,high,emp,big,car
5300,young,F,high,emp,big,car
5301,adult,F,high,emp,big,car
5302,adult,F,high,emp,small,car
5303,young,M,uni,emp,big,other
5304,old,M,high,emp,big,train
5305,adult,F,uni,emp,big,other
5306,adult,F,high,emp,big,car
5307,young,M,high,emp,big,train
5308,adult,M,high,emp,big,train
5309,adult,M,high,emp,big,train
5310,old,F,high,emp,big,other
5311,adult,F,high,emp,big,car
5312,adult,F,high,emp,big,car
5313,adult,M,high,emp,small,other
5314,adult,F,high,emp,big,train
5315,old,M,high,emp,big,other
5316,adult,F,high,emp,big,car
5317,young,F,high,emp,big,car
5318,adult,F,high,emp,big,car
5319,old,F,uni,emp,big,train
5320,young,F,uni,emp,small,train
5321,young,F,high,emp,big,car
5322,old,F,high,emp,big,train
5323,adult,M,uni,emp,big,other
5324,young,M,uni,emp,big,other
5325,young,M,high,emp,big,car
5326,adult,M,high,self,big,car
5327,adult,M,high,emp,big,car
5328,adult,F,uni,emp,small,car
5329,old,M,high,emp,small,other
5330,adult,F,uni,emp,big,other
5331,young,M,high,emp,big,car
5332,adult,M,uni,emp,big,train
5333,old,F,high,emp,small,train
5334,young,F,high,emp,big,car
5335,young,M,high,emp,small,car
5336,old,F,uni,emp,small,car
5337,young,F,high,emp,small,train
5338,adult,M,high,emp,small,train
5339,young,M,high,emp,small,train
5340,old,M,high,emp,big,train
5341,adult,F,high,emp,big,car
5342,adult,M,high,emp,big,car
5343,adult,F,uni,emp,big,car
5344,adult,M,uni,emp,small,car
5345,adult,M,high,emp,big,other
5346,young,F,high,emp,big,car
5347,adult,M,uni,emp,big,train
5348,adult,F,high,emp,big,car
5349,young,M,high,emp,big,car
5350,young,F,uni,emp,big,car
5351,adult,M,high,emp,small,train
5352,adult,F,uni,emp,small,car
5353,adult,F,high,emp,big,other
5354,young,F,high,emp,big,train
5355,old,M,high,emp,big,car
5356,adult,M,uni,emp,big,car
5357,young,M,high,emp,big,car
5358,young,M,high,emp,big,car
5359,adult,F,high,emp,small,car
5360,adult,F,high,emp,small,car
5361,adult,F,high,emp,big,car
5362,young,F,high,emp,big,car
5363,young,M,high,emp,small,train
5364,adult,M,high,emp,big,train
5365,young,M,high,emp,big,car
5366,young,M,uni,emp,big,train
5367,adult,M,high,emp,big,car
5368,old,F,high,emp,big,car
5369,adult,F,high,emp,small,car
5370,old,F,high,emp,big,train
5371,adult,M,high,emp,big,car
5372,adult,M,high,emp,big,car
5373,adult,M,high,emp,big,car
5374,adult,F,uni,emp,big,car
5375,young,M,uni,emp,small,car
5376,young,F,high,emp,big,car
5377,adult,F,uni,emp,big,other
5378,young,M,high,emp,big,car
5379,old,F,high,emp,big,train
5380,adult,M,high,emp,big,other
5381,old,F,high,emp,small,car
5382,adult,M,uni,emp,big,car
5383,adult,F,high,emp,big,train
5384,old,F,high,emp,small,train
5385,old,F,high,emp,big,train
5386,young,F,high,emp,big,car
5387,old,F,uni,emp,small,car
5388,old,F,high,emp,small,train
5389,adult,M,high,emp,big,car
5390,old,M,high,emp,big,other
5391,young,M,high,self,big,other
5392,young,F,high,emp,big,car
5393,adult,M,high,emp,big,train
5394,adult,M,high,emp,big,car
5395,adult,M,uni,emp,big,other
5396,young,F,high,emp,big,other
5397,young,F,uni,self,small,other
5398,young,M,high,emp,big,car
5399,adult,M,high,emp,small,train
5400,adult,M,high,emp,big,train
5401,old,F,high,emp,big,train
5402,adult,F,uni,emp,big,car
5403,adult,M,high,emp,small,car
5404,young,M,uni,emp,big,other
5405,young,F,uni,emp,big,train
5406,adult,F,high,emp,big,car
5407,adult,M,uni,self,big,train
5408,adult,F,uni,emp,big,other
5409,adult,F,high,emp,small,train
5410,adult,F,high,emp,big,train
5411,adult,F,high,emp,big,car
5412,adult,M,uni,emp,big,car
5413,young,M,high,emp,small,train
5414,adult,M,high,emp,big,car
5415,adult,M,uni,emp,big,train
5416,adult,M,high,emp,big,car
5417,old,F,high,emp,big,train
5418,adult,F,uni,emp,small,car
5419,old,M,uni,emp,small,train
5420,old,M,high,emp,big,car
5421,adult,M,high,emp,big,other
5422,adult,M,uni,emp,big,car
5423,adult,M,high,emp,big,car
5424,young,F,high,emp,big,car
5425,young,F,high,emp,small,train
5426,young,F,high,emp,big,car
5427,adult,M,uni,emp,big,train
5428,adult,M,uni,emp,big,car
5429,old,F,high,emp,big,car
5430,adult,M,uni,self,big,car
5431,young,F,uni,emp,big,car
5432,adult,M,high,emp,big,car
5433,adult,F,high,emp,big,other
5434,young,F,high,emp,small,car
5435,adult,F,high,emp,big,car
5436,old,M,high,emp,big,car
5437,old,M,high,emp,small,other
5438,adult,M,uni,emp,big,car
5439,adult,F,high,emp,small,other
5440,adult,F,uni,emp,big,car
5441,adult,F,high,emp,big,other
5442,old,F,high,emp,big,car
5443,adult,F,high,emp,big,train
5444,adult,M,high,emp,big,other
5445,adult,M,high,emp,big,other
5446,adult,M,uni,emp,big,car
5447,old,F,high,emp,small,other
5448,young,M,high,emp,big,other
5449,adult,F,high,self,big,car
5450,adult,F,high,emp,small,car
5451,young,M,high,emp,big,car
5452,old,M,uni,emp,big,car
5453,young,M,high,emp,big,car
5454,old,M,high,emp,big,car
5455,adult,F,uni,self,small,car
5456,young,M,uni,emp,small,train
5457,young,M,uni,emp,big,car
5458,young,M,high,emp,big,car
5459,old,F,high,emp,small,train
5460,adult,M,high,emp,big,train
5461,adult,F,high,emp,small,train
5462,old,F,high,emp,big,other
5463,young,F,high,emp,big,train
5464,old,F,high,emp,small,car
5465,young,M,high,emp,big,car
5466,young,F,uni,emp,big,car
5467,old,F,high,emp,big,car
5468,adult,M,high,emp,big,car
5469,adult,F,high,emp,big,car
5470,young,F,high,emp,small,train
5471,adult,F,high,emp,big,other
5472,old,F,high,emp,big,train
5473,adult,M,high,emp,small,car
5474,old,M,high,emp,small,car
5475,old,M,high,emp,small,train
5476,young,F,high,self,big,car
5477,young,M,high,emp,big,train
5478,adult,M,high,emp,small,car
5479,old,M,high,emp,big,car
5480,adult,F,high,emp,big,car
5481,adult,F,uni,emp,big,car
5482,young,M,high,emp,big,train
5483,adult,M,high,emp,big,train
5484,young,F,high,emp,big,car
5485,young,F,high,emp,big,train
5486,young,F,uni,emp,big,car
5487,adult,M,high,emp,big,car
5488,adult,M,high,emp,small,train
5489,adult,F,high,emp,big,car
5490,old,M,high,emp,small,car
5491,adult,F,high,emp,small,car
5492,adult,F,high,emp,big,car
5493,adult,F,high,emp,big,car
5494,adult,M,high,emp,big,other
5495,young,M,high,emp,big,car
5496,young,M,high,emp,big,car
5497,adult,M,high,emp,big,car
5498,old,F,high,emp,big,car
5499,young,M,high,emp,small,car
5500,young,F,high,emp,small,train
5501,adult,M,high,emp,big,car
5502,adult,F,high,emp,big,car
5503,young,M,high,emp,big,other
5504,adult,M,high,emp,big,train
5505,young,M,high,emp,big,car
5506,adult,M,uni,emp,big,train
5507,adult,M,high,emp,big,train
5508,old,M,high,emp,small,car
5509,adult,F,high,emp,small,other
5510,adult,M,high,emp,big,car
5511,adult,F,uni,emp,big,train
5512,old,M,high,emp,big,car
5513,adult,M,high,emp,big,train
5514,adult,M,uni,emp,small,train
5515,adult,M,high,emp,big,train
5516,adult,M,high,emp,big,train
5517,old,F,high,emp,big,train
5518,adult,M,high,emp,big,train
5519,adult,M,high,emp,big,car
5520,adult,M,uni,emp,big,car
5521,young,F,high,emp,big,car
5522,young,M,high,self,big,train
5523,adult,M,high,emp,big,car
5524,adult,F,high,emp,small,car
5525,adult,F,high,emp,big,car
5526,adult,M,high,self,big,car
5527,young,F,high,emp,small,train
5528,young,M,high,emp,big,train
5529,adult,F,uni,self,big,other
5530,adult,F,high,emp,small,train
5531,old,F,high,emp,small,car
5532,adult,M,high,emp,big,car
5533,young,F,high,emp,big,car
5534,young,F,uni,emp,big,car
5535,young,M,high,emp,small,train
5536,young,F,high,emp,big,other
5537,young,M,uni,emp,big,car
5538,adult,M,high,emp,big,train
5539,adult,F,uni,emp,big,train
5540,young,M,high,emp,big,other
5541,adult,M,high,emp,big,car
5542,young,F,high,emp,big,car
5543,old,M,high,emp,big,train
5544,old,F,high,self,big,train
5545,adult,M,high,self,big,car
5546,adult,F,high,emp,small,car
5547,old,F,high,emp,small,car
5548,young,M,high,emp,big,train
5549,young,M,high,emp,big,other
5550,young,M,high,emp,big,car
5551,adult,M,high,emp,small,other
5552,adult,F,high,emp,small,car
5553,old,F,uni,emp,big,other
5554,adult,M,uni,emp,big,car
5555,adult,M,uni,emp,big,train
5556,adult,M,high,emp,small,train
5557,adult,F,uni,emp,big,car
5558,adult,F,high,emp,big,train
5559,adult,M,uni,self,big,car
5560,adult,M,uni,emp,big,train
5561,adult,F,uni,emp,big,car
5562,young,M,high,emp,big,other
5563,old,M,high,emp,big,train
5564,adult,M,high,emp,big,car
5565,young,F,uni,emp,big,car
5566,adult,M,high,self,big,car
5567,young,F,uni,emp,big,train
5568,adult,M,high,emp,big,other
5569,adult,F,high,emp,big,other
5570,young,M,high,emp,big,car
5571,young,F,uni,emp,big,car
5572,adult,M,high,emp,big,car
5573,adult,F,high,emp,big,car
5574,adult,F,high,self,small,car
5575,adult,F,high,emp,small,car
5576,young,F,uni,emp,big,car
5577,adult,F,uni,emp,big,other
5578,adult,F,high,emp,small,train
5579,adult,F,high,emp,big,car
5580,young,F,uni,emp,big,car
5581,old,M,high,emp,big,train
5582,old,F,high,emp,small,car
5583,adult,M,uni,emp,big,car
5584,old,M,uni,emp,big,car
5585,adult,M,high,self,big,car
5586,adult,M,uni,self,big,other
5587,adult,M,high,emp,big,car
5588,young,F,uni,self,big,car
5589,young,F,uni,emp,big,other
5590,adult,F,high,emp,big,train
5591,old,F,uni,emp,big,car
5592,young,M,high,emp,big,car
5593,old,F,high,emp,big,train
5594,adult,M,high,emp,small,car
5595,adult,M,uni,emp,big,train
5596,adult,M,high,emp,small,car
5597,adult,M,high,emp,big,other
5598,adult,M,high,emp,big,train
5599,young,M,high,emp,big,other
5600,young,M,high,emp,small,train
5601,young,F,high,emp,small,train
5602,young,M,high,emp,big,other
5603,adult,M,high,emp,big,car
5604,young,M,high,emp,small,car
5605,adult,M,high,emp,big,car
5606,old,F,high,emp,big,car
5607,old,M,high,emp,big,other
5608,adult,M,high,self,big,car
5609,adult,M,high,emp,big,other
5610,adult,M,high,emp,big,other
5611,adult,F,high,emp,small,car
5612,young,M,high,emp,big,car
5613,adult,M,uni,emp,big,car
5614,adult,M,high,emp,small,train
5615,adult,M,uni,emp,small,car
5616,young,F,uni,emp,big,car
5617,young,M,high,emp,small,car
5618,adult,F,high,self,small,car
5619,adult,M,uni,emp,small,car
5620,young,F,uni,emp,big,other
5621,adult,F,high,emp,small,car
5622,adult,M,high,emp,big,car
5623,adult,M,uni,emp,big,car
5624,young,M,high,emp,big,car
5625,adult,F,uni,emp,big,car
5626,young,M,uni,emp,big,car
5627,old,M,high,emp,big,train
5628,young,M,uni,emp,big,car
5629,old,F,high,emp,big,other
5630,young,F,uni,emp,big,car
5631,old,M,high,emp,big,car
5632,young,M,high,emp,big,train
5633,adult,M,high,emp,big,car
5634,young,M,high,emp,big,car
5635,adult,M,high,emp,big,other
5636,adult,F,high,emp,big,other
5637,young,M,high,emp,big,car
5638,old,M,high,emp,big,other
5639,adult,F,uni,emp,big,other
5640,adult,M,high,emp,big,train
5641,young,M,high,emp,big,car
5642,old,M,high,emp,big,car
5643,young,M,high,emp,big,car
5644,adult,F,high,emp,big,other
